_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,source,type_of_advice_or_caution,type_of_advice_or_caution:confidence,what,when,where,category,source_gold,text_no_rt,tweet,type,type_of_advice_or_caution_gold,user,what_gold,when_gold,where_gold,address2,point,latitude,longitude
227175954,False,finalized,3,12/8/2012 20:14:27,,A hurricane sighting has been reported,0.6386,highest observed gusts JFK airport in #NYC now gusting to 71 mph now gusting to 71 mph,now now now,New York ,Informative (Indirect),,#JFK airport in #NYC now gusting to 71 mph - the highest observed gusts so far in NYC during #Sandy.,RT @twc_hurricane: #JFK airport in #NYC now gusting to 71 mph - the highest observed gusts so far in NYC during #Sandy.,Caution and advice,,JusAire,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175955,False,finalized,3,12/10/2012 14:34:14,Cuomo,Other,0.6631,close NYC bridges close NYC bridges close NYC bridges,7:00 PM 7:00 PM 7:00 PM,New York ,Informative (Indirect),,Gov. Cuomo has directed the Port Authority and the MTA to close NYC bridges at 7:00 PM  #Sandy,RT @nydailynews: Gov. Cuomo has directed the Port Authority and the MTA to close NYC bridges at 7:00 PM  #Sandy,Caution and advice,,katew,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175956,False,finalized,3,12/10/2012 14:27:10,ConEd CEO,Other,1.0,significant chance of flooding significant chance of flooding chance of flooding,N/A n/a n/A,New York ,Informative (Indirect),,"ConEd CEO on #Sandy: ""There is a significant chance of flooding throughout NYC""","RT @WSJweather: ConEd CEO on #Sandy: ""There is a significant chance of flooding throughout NYC""",Caution and advice,,KCMichelle,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175957,False,finalized,3,12/8/2012 20:14:27,,Other,1.0,outage clusters Biggest outage clusters get repaired first outage clusters get repaired first.,n/a N/A n/a,Westchester ,Informative (Indirect),,Biggest outage clusters get repaired first. Smaller clusters to follow. #Westchester #NYC #Sandy #ConEdison,RT @ConEdison: Biggest outage clusters get repaired first. Smaller clusters to follow. #Westchester #NYC #Sandy #ConEdison,Caution and advice,,KelleyChubb,,,,"Westchester County, New York, United States","41.1763139, -73.7907554",41.1763139,-73.7907554
227175957,False,finalized,3,12/8/2012 20:14:27,,Other,1.0,outage clusters Biggest outage clusters get repaired first outage clusters get repaired first.,n/a N/A n/a,New York ,Informative (Indirect),,Biggest outage clusters get repaired first. Smaller clusters to follow. #Westchester #NYC #Sandy #ConEdison,RT @ConEdison: Biggest outage clusters get repaired first. Smaller clusters to follow. #Westchester #NYC #Sandy #ConEdison,Caution and advice,,KelleyChubb,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175958,False,finalized,3,12/8/2012 19:44:30,Bloomberg achorowitz,A hurricane warning has been issued or has been lifted,0.6559,the worst of the storm worst of the storm worst of the storm,630-1030 PM 630-1030 PM 630-1030 PM,New York ,Informative (Indirect),,RT @achorowitz: 630-1030 PM will be the worst of the storm in NYC says Bloomberg #nyc #sandy,RT @AlexJamesFitz: RT @achorowitz: 630-1030 PM will be the worst of the storm in NYC says Bloomberg #nyc #sandy,Caution and advice,,Kenosen2,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175960,False,finalized,3,12/8/2012 20:44:15,IFWT Experts,A hurricane warning has been issued or has been lifted,1.0,Experts Say 8 O'Clock Is When Hurricane Sandy Unleashes Her Fury On NYC Hurricane Sandy Unleashes Her Fury On NYC When Hurricane Sandy Unleashes Her Fury,8 O'Clock 8 O'Clock 8 O'Clock,New York ,Informative (Indirect),,#IFWT Experts Say 8 O'Clock Is When Hurricane Sandy Unleashes Her Fury On NYC - ,RT @funkmasterflex: #IFWT Experts Say 8 O'Clock Is When Hurricane Sandy Unleashes Her Fury On NYC - ,Caution and advice,,KidDuckie,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175961,False,finalized,3,12/10/2012 06:12:57,Bloomberg,Other,1.0,shut down power shut down power ConEd may shut down power,N/A n/a N/A,Brooklyn ,Informative (Indirect),,NYC Mayor Bloomberg: ConEd may shut down power in southern Brooklyn and lower Manhattan. #Sandy,RT @TheMatthewKeys: NYC Mayor Bloomberg: ConEd may shut down power in southern Brooklyn and lower Manhattan. #Sandy,Caution and advice,,ksrgatorfn,,,,"Brooklyn, Kings County, City of New York, New York, United States","40.6526006, -73.9497211",40.6526006,-73.9497211
227175961,False,finalized,3,12/10/2012 06:12:57,Bloomberg,Other,1.0,shut down power shut down power ConEd may shut down power,N/A n/a N/A,Manhattan ,Informative (Indirect),,NYC Mayor Bloomberg: ConEd may shut down power in southern Brooklyn and lower Manhattan. #Sandy,RT @TheMatthewKeys: NYC Mayor Bloomberg: ConEd may shut down power in southern Brooklyn and lower Manhattan. #Sandy,Caution and advice,,ksrgatorfn,,,,"Manhattan, New York County, City of New York, New York, United States","40.7896239, -73.9598939",40.7896239,-73.9598939
227175962,False,finalized,3,12/10/2012 14:40:54,,Other,1.0,Alternate side parking and meter regulations are suspended citywide parking and meter regulations are suspended are suspended,tomorrow tomorrow tomorrow,Nan ,Informative (Indirect),,Alternate side parking and meter regulations are suspended citywide tomorrow. #Sandy,RT @NYCMayorsOffice: Alternate side parking and meter regulations are suspended citywide tomorrow. #Sandy,Caution and advice,,lauritacruz47,,,,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia","46.3144754, 11.0480288",46.3144754,11.0480288
227175963,False,finalized,3,12/8/2012 19:56:15,Bloomberg,A hurricane warning has been issued or has been lifted,0.3645,The most severe part of the storm most severe part of the storm is now beginning severe part of the storm is now beginning,now now now,New York ,Informative (Indirect),,The most severe part of the storm is now beginning-Mayor Bloomberg. NYC #Sandy,"RT @MiaFarrow: ""The most severe part of the storm is now beginning""-Mayor Bloomberg. NYC #Sandy",Caution and advice,,longfellow520,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175964,False,finalized,3,12/10/2012 06:12:57,,A hurricane warning has been issued or has been lifted,0.3501,Cumberland is going to get it hard tonight going to get it hard tonight by Sandy!! Cumberland is going to get it hard tonight by Sandy,tonight tonight tonight,Cumberland ,Informative (Indirect),,On the news it says Cumberland is going to get it hard tonight by Sandy!!,RT @XONavajo: On the news it says Cumberland is going to get it hard tonight by Sandy!!,Caution and advice,,LovinMyMistakes,,,,"Cumberland County, Pennsylvania, United States","40.1541581, -77.2803933",40.1541581,-77.2803933
227175965,False,finalized,3,12/8/2012 20:37:58,Bloomberg,Other,1.0,Please use 311 for downed trees and flooding use 311 for downed trees and flooding use 311 for downed trees and flooding not 911,N/A  n/a,New York ,Informative (Indirect),,"Mayor Bloomberg: ""Please use 311 for downed trees and flooding not 911."" #Sandy #NYC","RT @twc_hurricane: Mayor Bloomberg: ""Please use 311 for downed trees and flooding not 911."" #Sandy #NYC",Caution and advice,,MadameRamotswe,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175966,False,finalized,3,12/10/2012 14:40:54,,Other,1.0,airports reopen airports reopen after two days of cancellations Liberty airports reopen,after two days of cancellations after two days of cancellations two days,John F. Kennedy Airport ,Informative (Indirect),,New York's #JFK and #Newark Liberty airports reopen after two days of cancellations. La Guardia remains closed  #Sandy,RT @BBCWorld: New York's #JFK and #Newark Liberty airports reopen after two days of cancellations. La Guardia remains closed  #Sandy,Caution and advice,,MarcClimaco,,,,"John F. Kennedy International Airport, JFK Access Road, Queens, City of New York, New York, 11430, United States","40.642947899999996, -73.7793733748521",40.642947899999996,-73.7793733748521
227175966,False,finalized,3,12/10/2012 14:40:54,,Other,1.0,airports reopen airports reopen after two days of cancellations Liberty airports reopen,after two days of cancellations after two days of cancellations two days,New York ,Informative (Indirect),,New York's #JFK and #Newark Liberty airports reopen after two days of cancellations. La Guardia remains closed  #Sandy,RT @BBCWorld: New York's #JFK and #Newark Liberty airports reopen after two days of cancellations. La Guardia remains closed  #Sandy,Caution and advice,,MarcClimaco,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175966,False,finalized,3,12/10/2012 14:40:54,,Other,1.0,airports reopen airports reopen after two days of cancellations Liberty airports reopen,after two days of cancellations after two days of cancellations two days,Newark Liberty ,Informative (Indirect),,New York's #JFK and #Newark Liberty airports reopen after two days of cancellations. La Guardia remains closed  #Sandy,RT @BBCWorld: New York's #JFK and #Newark Liberty airports reopen after two days of cancellations. La Guardia remains closed  #Sandy,Caution and advice,,MarcClimaco,,,,"Liberty, East Chestnut Hill Road, Ogletown, Brookside, New Castle County, Delaware, 19713, United States","39.6765386, -75.70101405287292",39.6765386,-75.70101405287292
227175967,False,finalized,3,12/8/2012 20:57:21,,Other,1.0,pets are accepted on the subway taxi and trains All pets are accepted on the subway taxi and trains during evacuation pets are accepted on the subway taxi and trains,during evacuation during evacuation during evacuation,New York ,Informative (Indirect),,NYC ALERT: All pets are accepted on the subway taxi and trains during evacuation. #Sandy #SandyPets,RT @ASPCA: NYC ALERT: All pets are accepted on the subway taxi and trains during evacuation. #Sandy #SandyPets,Caution and advice,,Marketa1981,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175968,False,finalized,3,12/8/2012 19:00:16,Bloomberg,Other,1.0,offering an update on the city's response to #Sandy Mayor Bloomberg is offering an update Mayor Bloomberg is offering an update,N/A N/A n/a,New York ,Informative (Indirect),,NYC Mayor Bloomberg is offering an update on the city's response to #Sandy. You can tune in here: ,NYC Mayor Bloomberg is offering an update on the city's response to #Sandy. You can tune in here: ,Caution and advice,,MarketWatch,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175969,False,finalized,3,12/8/2012 19:37:32,Bloomberg,Other,1.0,updates residents Mayor Michael Bloomberg updates residents on Hurricane updates residents on Hurricane #Sandy,N/A N/A n/a,New York ,Informative (Indirect),,LIVE VIDEO: NYC Mayor Michael Bloomberg updates residents on Hurricane #Sandy ,RT @NBCNews: LIVE VIDEO: NYC Mayor Michael Bloomberg updates residents on Hurricane #Sandy ,Caution and advice,,meggy009,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175971,False,finalized,3,12/10/2012 14:44:08,,Other,1.0,All bridges tunnels in NYC closed except for Lincoln Tunnel bridges tunnels in NYC closed tunnels in NYC closed,N/A n/a n/A,New York ,Informative (Indirect),,All bridges tunnels in NYC closed except for Lincoln Tunnel. #sandyonfox ,All bridges tunnels in NYC closed except for Lincoln Tunnel. #sandyonfox ,Caution and advice,,MyFoxNY,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175972,False,finalized,3,12/8/2012 19:41:40,Cuomo,Other,0.7358,closing of NYC bridges closing of NYC bridges closing of NYC bridges,by 7pm n/a 7pm,New York ,Informative (Indirect),,.@NYGovCuomo orders closing of NYC bridges. Only Staten Island bridges unaffected at this time. Bridges must close by 7pm. #Sandy #NYC,RT @weatherchannel: .@NYGovCuomo orders closing of NYC bridges. Only Staten Island bridges unaffected at this time. Bridges must close by 7pm. #Sandy #NYC,Caution and advice,,Nelmcadoo,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175973,False,finalized,3,12/8/2012 20:37:58,,Other,0.6771,BLIZZARD WARNINGS BLIZZARD WARNINGS IN WEST VIRGINIA BLIZZARD WARNINGS, N/A WHILE HURRICANE SANDY THREATENS,West Virginia ,Informative (Indirect),,BLIZZARD WARNINGS IN WEST VIRGINIA ÃƒÆ’Ã‚Â¤ÃƒÆ’Ã‚Â³ÃƒÆ’Ã‚Â® WHILE HURRICANE SANDY THREATENS: ,RT @gretawire: BLIZZARD WARNINGS IN WEST VIRGINIA ÃƒÆ’Ã‚Â¤ÃƒÆ’Ã‚Â³ÃƒÆ’Ã‚Â® WHILE HURRICANE SANDY THREATENS: ,Caution and advice,,normsantos,,,,"West Virginia, United States","38.4758406, -80.8408415",38.4758406,-80.8408415
227175974,False,finalized,3,12/8/2012 19:49:16,Delta,Other,1.0,plan to resume some NYC flights plan to resume some NYC flights plan to resume some NYC flights,Tuesday Tuesday on Tuesday,New York ,Informative (Indirect),,Delta has what seems like a very optimistic plan to resume some NYC flights on Tuesday: ,Delta has what seems like a very optimistic plan to resume some NYC flights on Tuesday: ,Caution and advice,,NYCAviation,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175975,False,finalized,3,12/8/2012 20:28:46,,Other,0.7122,Stay inside Stay inside try to relax don't go being macho and running into the water Stay inside try to relax,N/A N/A n/a,Nan ,Informative (Indirect),,In sum:  Stay inside try to relax don't go being macho and running into the water. #Sandy #MayorBloomberg,In sum:  Stay inside try to relax don't go being macho and running into the water. #Sandy #MayorBloomberg,Caution and advice,,nycTrend,,,,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia","46.3144754, 11.0480288",46.3144754,11.0480288
227175976,False,finalized,3,12/8/2012 20:32:02,CBS News National GeographicLimited,Other,0.6559,Limited train service resuming Limited train service resuming Limited train service resuming,after superstorm Sandy after superstorm Sandy after superstorm Sandy,New York ,Informative (Indirect),,Limited train service resuming in NYC after superstorm Sandy - CBS News: National GeographicLimited tra...  #newyork,Limited train service resuming in NYC after superstorm Sandy - CBS News: National GeographicLimited tra...  #newyork,Caution and advice,,NYNewYorkCity,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175977,False,finalized,3,12/8/2012 19:44:30,,A hurricane sighting has been reported,0.6235,Sandy approaching Sandy Sandy approaching,N/A n/a n/a,Northeast United States ,Informative (Indirect),,Sandy approaching northeast U.S. ,Sandy approaching northeast U.S. ,Caution and advice,,optimismnow2,,,,"Northeast, Minneapolis, Hennepin County, Minnesota, 55418, United States","45.0157576, -93.2512895",45.0157576,-93.2512895
227175978,False,finalized,3,12/10/2012 14:34:14,ZagatNYC,Other,1.0,restos playing it by ear during #Sandy restos playing it by ear during #Sandy list of what's open,during #Sandy playing it by ear n/A,New York ,Informative (Indirect),,MT @ZagatNYC: NYC restos playing it by ear during #Sandy. Props to @EaterNY on their list of what's open ÃƒÆ’Ã‚Â¤ÃƒÆ’Ã‚Â³ÃƒÆ’Ã‚Â®  @kale1919,MT @ZagatNYC: NYC restos playing it by ear during #Sandy. Props to @EaterNY on their list of what's open ÃƒÆ’Ã‚Â¤ÃƒÆ’Ã‚Â³ÃƒÆ’Ã‚Â®  @kale1919,Caution and advice,,PaulBell55,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175979,False,finalized,3,12/8/2012 19:34:10,RedCross,Other,1.0,Hurricane app can help you recover from #Sandy Hurricane app can help you recover Hurricane app can help you recover from #Sandy,N/A  n/a,Nan ,Informative (Indirect),,#RedCross Hurricane app can help you recover from #Sandy. Go to the Prepare tab then hit ÃƒÆ’Ã‚Â¤ÃƒÆ’Ã‚Â³ÃƒÆ’Ã‚Â¬AfterÃƒÆ’Ã‚Â¤ÃƒÆ’Ã‚Â³Ãƒâ€šÃ‚Â. ,RT @RedCross: #RedCross Hurricane app can help you recover from #Sandy. Go to the Prepare tab then hit ÃƒÆ’Ã‚Â¤ÃƒÆ’Ã‚Â³ÃƒÆ’Ã‚Â¬AfterÃƒÆ’Ã‚Â¤ÃƒÆ’Ã‚Â³Ãƒâ€šÃ‚Â. ,Caution and advice,,PiedmontHousing,,,,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia","46.3144754, 11.0480288",46.3144754,11.0480288
227175980,False,finalized,3,12/10/2012 14:23:06,,A shelter is open or available,1.0,safe place to stay shelter info avail. shelter, n/a N/A,Nan ,Informative (Indirect),,If you need a safe place to stay shelter info avail. in #Hurricane app  & . #Sandy,RT @RedCross: If you need a safe place to stay shelter info avail. in #Hurricane app  & . #Sandy,Caution and advice,,PoppenReport,,,,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia","46.3144754, 11.0480288",46.3144754,11.0480288
227175981,False,finalized,3,12/8/2012 19:29:26,IFWT Experts,A hurricane warning has been issued or has been lifted,1.0,When Hurricane Sandy Unleashes Her Fury 8 O'Clock Is When Hurricane Sandy Unleashes Her Fury Hurricane Sandy Unleashes Her Fury,8 O'Clock 8 O'Clock 8 O'Clock,New York ,Informative (Indirect),,#IFWT Experts Say 8 O'Clock Is When Hurricane Sandy Unleashes Her Fury On NYC - ,RT @funkmasterflex: #IFWT Experts Say 8 O'Clock Is When Hurricane Sandy Unleashes Her Fury On NYC - ,Caution and advice,,RealMGillette,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175982,False,finalized,3,12/10/2012 14:37:37,SkyNews,A hurricane sighting has been reported,1.0,Hurricane Sandy hits landfall The latest as Hurricane Sandy hits landfall. hits landfall,throughout the night throughout the night throughout the night,Nan ,Informative (Indirect),,The latest as Hurricane Sandy hits landfall. Rolling news coverage @SkyNews throughout the night,RT @skynewspip: The latest as Hurricane Sandy hits landfall. Rolling news coverage @SkyNews throughout the night,Caution and advice,,RNorthumberland,,,,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia","46.3144754, 11.0480288",46.3144754,11.0480288
227175983,False,finalized,3,12/10/2012 06:12:57,weatherchannel Cuomo,Other,1.0,closing of NYC bridges NYGovCuomo orders closing of NYC bridges closing of NYC bridges,by 7pm by 7pm. 7pm,New York ,Informative (Indirect),,RT @weatherchannel: @NYGovCuomo orders closing of NYC bridges. Only Staten Island bridges unaffected at this time. Must close by 7pm. #Sandy,RT @AsburyParkPress: RT @weatherchannel: @NYGovCuomo orders closing of NYC bridges. Only Staten Island bridges unaffected at this time. Must close by 7pm. #Sandy,Caution and advice,,rumsoncds,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175984,False,finalized,3,12/8/2012 20:24:35,,A shelter is open or available,1.0,List of NJ PA and DE shelters List of NJ PA and DE shelters List of NJ PA and DE shelters,N/A N/A n/a,New Jersey ,Informative (Indirect),,ALERT: List of NJ PA and DE shelters - including those that are pet friendly  #sandy #sandypets,RT @ASPCA: ALERT: List of NJ PA and DE shelters - including those that are pet friendly  #sandy #sandypets,Caution and advice,,SallyMos,,,,"New Jersey, United States","40.0757384, -74.4041622",40.0757384,-74.4041622
227175984,False,finalized,3,12/8/2012 20:24:35,,A shelter is open or available,1.0,List of NJ PA and DE shelters List of NJ PA and DE shelters List of NJ PA and DE shelters,N/A N/A n/a,Pennsylvania ,Informative (Indirect),,ALERT: List of NJ PA and DE shelters - including those that are pet friendly  #sandy #sandypets,RT @ASPCA: ALERT: List of NJ PA and DE shelters - including those that are pet friendly  #sandy #sandypets,Caution and advice,,SallyMos,,,,"Pennsylvania, United States","40.9699889, -77.7278831",40.9699889,-77.7278831
227175984,False,finalized,3,12/8/2012 20:24:35,,A shelter is open or available,1.0,List of NJ PA and DE shelters List of NJ PA and DE shelters List of NJ PA and DE shelters,N/A N/A n/a,Delaware ,Informative (Indirect),,ALERT: List of NJ PA and DE shelters - including those that are pet friendly  #sandy #sandypets,RT @ASPCA: ALERT: List of NJ PA and DE shelters - including those that are pet friendly  #sandy #sandypets,Caution and advice,,SallyMos,,,,"Delaware, United States","38.6920451, -75.4013315",38.6920451,-75.4013315
227175985,False,finalized,3,12/8/2012 19:14:13,,A hurricane warning has been issued or has been lifted,0.7122,Sandy is coming Sandy is coming and it is full of anger! Sandy is coming,N/A N/A n/a,New York ,Informative (Indirect),,#Sandy is coming and it is full of anger! #Storm #NYC ,#Sandy is coming and it is full of anger! #Storm #NYC ,Caution and advice,,satantoine,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175986,False,finalized,3,12/8/2012 20:57:21,,Other,1.0,the time for evacuation time for evacuation is now over time for evacuation is now over,now over now now,New York ,Informative (Indirect),,the time for evacuation is now over - mike bloomberg. | #nyc #sandy,the time for evacuation is now over - mike bloomberg. | #nyc #sandy,Caution and advice,,shaunrandol,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175987,False,finalized,3,12/8/2012 20:28:46,,Other,1.0,Broadway performances in NYC Monday 10/29 and Tuesday 10/30 have been cancelled All Broadway performances in NYC Monday 10/29 and Tuesday 10/30 have been cancelled All Broadway performances in NYC Monday 10/29 and Tuesday 10/30 have been cancelled,Monday 10/29 and Tuesday 10/30 Monday 10/29 and Tuesday 10/30 Monday 10/29 and Tuesday 10/30,New York ,Informative (Indirect),,UPDATE: All Broadway performances in NYC Monday 10/29 and Tuesday 10/30 have been cancelled. #Sandy More info: ,RT @TheBwayLeague: UPDATE: All Broadway performances in NYC Monday 10/29 and Tuesday 10/30 have been cancelled. #Sandy More info: ,Caution and advice,,Shirlz1123,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175988,False,finalized,3,12/8/2012 19:49:16,ABC News,Other,1.0,Christie postpones Halloween celebrations Christie postpones Halloween celebrations Christie postpones Halloween celebrations,N/A N/A Halloween,New Jersey ,Informative (Indirect),,Christie postpones Halloween celebrations in New Jersey - USA TODAY: ABC NewsChristie postpones Halloween celebr... ,Christie postpones Halloween celebrations in New Jersey - USA TODAY: ABC NewsChristie postpones Halloween celebr... ,Caution and advice,,ShowCars1,,,,"New Jersey, United States","40.0757384, -74.4041622",40.0757384,-74.4041622
227175989,False,finalized,3,12/8/2012 19:56:15,BudgetTravel,Other,1.0,Stranded because of #Sandy? Stranded because of #Sandy? Here's what you need to know Stranded because of #Sandy? Here's what you need to know,N/A N/A n/a,Nan ,Informative (Indirect),,RT @BudgetTravel: Stranded because of #Sandy? Here's what you need to know--#airline by airline  #Frankenstorm,RT @dfwairport: RT @BudgetTravel: Stranded because of #Sandy? Here's what you need to know--#airline by airline  #Frankenstorm,Caution and advice,,SKSMediaCanada,,,,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38093, Italia","46.3144754, 11.0480288",46.3144754,11.0480288
227175990,False,finalized,3,12/8/2012 20:34:51,UN,Other,1.0,UNHQ in NYC will be also be closed UNHQ in NYC will be also be closed on Tuesday UNHQ in NYC will be also be closed,Tuesday Tuesday Tuesday,New York ,Informative (Indirect),,RT @UN: UNHQ in NYC will be also be closed on Tuesday due to Hurricane #Sandy. More info here: ,RT @UN: UNHQ in NYC will be also be closed on Tuesday due to Hurricane #Sandy. More info here: ,Caution and advice,,sncyf,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175991,False,finalized,3,12/8/2012 19:00:16,,A hurricane warning has been issued or has been lifted,0.6523,Any time over the next hour It should be here #sandy Any time over the next hour It should be here It should be here,Any time over the next hour Any time over the next hour over the next hour,New York ,Informative (Indirect),,Any time over the next hour It should be here #sandy #NYC,Any time over the next hour It should be here #sandy #NYC,Caution and advice,,Sorcha_Ellie,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175992,False,finalized,3,12/8/2012 19:14:13,Bloomberg thematthewkeys,Other,1.0,ConEd may shut down power ConEd may shut down power in southern Brooklyn and lower Manhattan may shut down power,N/A N/A n/a,Brooklyn ,Informative (Indirect),,RT @thematthewkeys: NYC Mayor Bloomberg: ConEd may shut down power in southern Brooklyn and lower Manhattan. #Sandy,RT @breakingweather: RT @thematthewkeys: NYC Mayor Bloomberg: ConEd may shut down power in southern Brooklyn and lower Manhattan. #Sandy,Caution and advice,,StephTweet,,,,"Brooklyn, Kings County, City of New York, New York, United States","40.6526006, -73.9497211",40.6526006,-73.9497211
227175992,False,finalized,3,12/8/2012 19:14:13,Bloomberg thematthewkeys,Other,1.0,ConEd may shut down power ConEd may shut down power in southern Brooklyn and lower Manhattan may shut down power,N/A N/A n/a,Manhattan ,Informative (Indirect),,RT @thematthewkeys: NYC Mayor Bloomberg: ConEd may shut down power in southern Brooklyn and lower Manhattan. #Sandy,RT @breakingweather: RT @thematthewkeys: NYC Mayor Bloomberg: ConEd may shut down power in southern Brooklyn and lower Manhattan. #Sandy,Caution and advice,,StephTweet,,,,"Manhattan, New York County, City of New York, New York, United States","40.7896239, -73.9598939",40.7896239,-73.9598939
227175993,False,finalized,3,12/10/2012 14:30:43,,Other,1.0,Public transit closed Public transit in NYC will be closed Public transit will be closed,tomorrow morning tomorrow morning and remain closed throughout the day tomorrow morning,New York ,Informative (Indirect),,Public transit in NYC will be closed tomorrow morning and remain closed throughout the day.  #Sandy,RT @AntDeRosa: Public transit in NYC will be closed tomorrow morning and remain closed throughout the day.  #Sandy,Caution and advice,,Stevie_Bo,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175994,False,finalized,3,12/8/2012 19:00:16,Bloomberg,Other,1.0,City employees should work City employees should come to work provided they can do so safely employees should come to work, N/A n/a,New York ,Informative (Indirect),,NYC Mayor Bloomberg: City employees should come to work provided they can do so safely. #Sandy,RT @TheMatthewKeys: NYC Mayor Bloomberg: City employees should come to work provided they can do so safely. #Sandy,Caution and advice,,SupermanHotMale,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175995,False,finalized,3,12/10/2012 14:37:37,,Other,1.0,Bellevue Hospital Hospital Set to Evacuate Set to Evacuate,n/a After Sandy After Sandy,New York ,Informative (Indirect),,Prayers!! RT @jacquereid: RT @ABC: New York's Bellevue Hospital Set to Evacuate After Sandy ,Prayers!! RT @jacquereid: RT @ABC: New York's Bellevue Hospital Set to Evacuate After Sandy ,Caution and advice,,Syreta,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
227175995,False,finalized,3,12/10/2012 14:37:37,,Other,1.0,Bellevue Hospital Hospital Set to Evacuate Set to Evacuate,n/a After Sandy After Sandy,Bellevue Hospital Center ,Informative (Indirect),,Prayers!! RT @jacquereid: RT @ABC: New York's Bellevue Hospital Set to Evacuate After Sandy ,Prayers!! RT @jacquereid: RT @ABC: New York's Bellevue Hospital Set to Evacuate After Sandy ,Caution and advice,,Syreta,,,,"NYC Health + Hospitals/Bellevue, 462, 1st Avenue, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10010, United States","40.73926685, -73.9753335599207",40.73926685,-73.9753335599207
227175996,False,finalized,3,12/10/2012 06:12:57,,Other,1.0,All federal government offices in and around Washington will be closed government offices in and around Washington will be closed federal government offices in and around Washington will be closed,Tuesday Tuesday Tuesday,Washington ,Informative (Indirect),,All federal government offices in and around Washington will be closed Tuesday. #HurricaneSandy ,RT @cnnbrk: All federal government offices in and around Washington will be closed Tuesday. #HurricaneSandy ,Caution and advice,,UUgeh,,,,"Washington, District of Columbia, United States","38.8950368, -77.0365427",38.8950368,-77.0365427
227175997,False,finalized,3,12/10/2012 14:44:08,NYTMetro,Other,0.6631,Limited commuter rail service to resume Limited commuter rail service to resume rail service to resume,2 p.m. Wednesday 2 p.m. Wednesday 2 p.m,New York ,Informative (Indirect),,RT @NYTMetro: Limited commuter rail service to resume in New York at 2 p.m. Wednesday ,RT @nytimes: RT @NYTMetro: Limited commuter rail service to resume in New York at 2 p.m. Wednesday ,Caution and advice,,VivaLaSlim,,,,"City of New York, New York, United States","40.7127281, -74.0060152",40.7127281,-74.0060152
